"ID","METHOD_CLASS"
"1b5n","nmr"
"7pbi","x-ray"
"5vjn","x-ray"
"2x1f","x-ray"
"4zvy","x-ray"
"2jnp","nmr"
"1df8","x-ray"
"3dgd","x-ray"
"5h5f","x-ray"
"1kx7","nmr"
"2cyk","nmr"
"1jzf","x-ray"
"6lnt","em"
"2i1a","x-ray"
"2abm","x-ray"
"7f9o","em"
"5fvq","x-ray"
"4igk","x-ray"
"6nvk","x-ray"
"7m8z","x-ray"
"3kky","x-ray"
"6wjv","em"
"6zla","x-ray"
"1sj6","nmr"
"1f0g","nmr"
"2zfc","x-ray"
"6enn","x-ray"
"5xn0","x-ray"
"6ps1","x-ray"
"1e3v","x-ray"
"4ju0","x-ray"
"2w1m","x-ray"
"6wn5","x-ray"
"5ci5","x-ray"
"5kt2","x-ray"
"2zgs","x-ray"
"6grn","x-ray"
"7tm6","x-ray"
"5dp0","x-ray"
"3koj","x-ray"
"3hs5","x-ray"
"6os8","x-ray"
"6ed6","x-ray"
"1cg6","x-ray"
"3ghv","x-ray"
"7dq8","x-ray"
"2beq","x-ray"
"1g0n","x-ray"
"5std","x-ray"
"1yqk","x-ray"
"4zhc","x-ray"
"5ei1","x-ray"
"4yp9","x-ray"
"1a3p","nmr"
"3zjn","x-ray"
"6sgm","x-ray"
"4o2d","x-ray"
"2j8q","x-ray"
"6shh","x-ray"
"1v6k","x-ray"
"5gom","x-ray"
"6ck6","x-ray"
"5a5a","x-ray"
"6suf","em"
"5g2f","x-ray"
"1wkg","x-ray"
"4k51","x-ray"
"3at7","x-ray"
"6h5q","em"
"5d9n","x-ray"
"5uc5","x-ray"
"2d1l","x-ray"
"6bqm","x-ray"
"7ohc","em"
"2bp2","x-ray"
"3fu3","x-ray"
"2dcz","x-ray"
"3hhe","x-ray"
"3k18","x-ray"
"1x80","x-ray"
"4nii","x-ray"
"2zcz","x-ray"
"1h6l","x-ray"
"3dvl","x-ray"
"1d2z","x-ray"
"1v3x","x-ray"
"3dak","x-ray"
"5d17","x-ray"
"3stp","x-ray"
"6qns","x-ray"
"2vd1","x-ray"
"1a4t","nmr"
"7dmx","x-ray"
"3wll","x-ray"
"4m8b","x-ray"
"2i5j","x-ray"
"2w1q","x-ray"
"4bex","x-ray"
"2fsk","x-ray"
"7aku","x-ray"
"2jof","nmr"
"1a5h","x-ray"
"2iy7","x-ray"
"6k5q","x-ray"
"3ny2","x-ray"
"4hu7","x-ray"
"1x5n","nmr"
"4lov","x-ray"
"3v1q","x-ray"
"4ddy","x-ray"
"2jw8","nmr"
"1vc9","x-ray"
"3nf0","x-ray"
"5wm7","x-ray"
"5gws","x-ray"
"2h7v","x-ray"
"6i52","em"
"5q9l","x-ray"
"6qqs","x-ray"
"6jle","x-ray"
"1cng","x-ray"
"1iet","nmr"
"1e5w","x-ray"
"5ws6","x-ray"
"6qzz","x-ray"
"3w1k","x-ray"
"3n3i","x-ray"
"6o48","x-ray"
"6pxf","x-ray"
"5yp8","x-ray"
"6j35","x-ray"
"5w58","x-ray"
"3gst","x-ray"
"5c49","x-ray"
"4p2i","x-ray"
"7tem","x-ray"
"3ngu","x-ray"
"4mkn","x-ray"
"6zx0","x-ray"
"6nm9","em"
"1mlo","x-ray"
"5kh6","x-ray"
"4gk7","x-ray"
"3fn1","x-ray"
"7d20","em"
"4xub","x-ray"
"5wjh","x-ray"
"4r95","x-ray"
"6rfe","x-ray"
"5pj8","x-ray"
"1s2y","x-ray"
"1kmt","x-ray"
"4ob5","x-ray"
"1og7","nmr"
"5tgq","x-ray"
"5hg0","x-ray"
"5d30","x-ray"
"4m91","x-ray"
"7kts","em"
"5w0y","nmr"
"3vko","x-ray"
"4zef","x-ray"
"2cql","nmr"
"2vgc","x-ray"
"6ygc","x-ray"
"4e69","x-ray"
"4yny","x-ray"
"4pal","x-ray"
"4ohh","x-ray"
"3ejo","x-ray"
"158d","x-ray"
"1km6","x-ray"
"2icr","x-ray"
"7oqw","x-ray"
"6ywh","x-ray"
"3qpq","x-ray"
"2kw4","nmr"
"144d","x-ray"
"2ms3","nmr"
"6cya","x-ray"
"6bp2","x-ray"
"2k2y","nmr"
"2mck","nmr"
"2eky","x-ray"
"4q1c","x-ray"
"1eun","x-ray"
"7eom","x-ray"
"6vos","x-ray"
"1i43","x-ray"
"3mlt","x-ray"
"1on5","nmr"
"3nt9","x-ray"
"5pec","x-ray"
"3hzk","x-ray"
"7e08","x-ray"
"3wgh","x-ray"
"6r91","em"
"6iia","x-ray"
"5puu","x-ray"
"2qgh","x-ray"
"3pay","x-ray"
"5zri","x-ray"
"5v56","x-ray"
"5k78","x-ray"
"2uw0","x-ray"
"2hlf","x-ray"
"2gfx","x-ray"
"6emw","em"
"6hsh","x-ray"
"5yu2","x-ray"
"4h01","x-ray"
"2roh","nmr"
"4mxo","x-ray"
"2khb","nmr"
"6ypx","x-ray"
"6a5s","x-ray"
"7fbr","nmr"
"4jlv","x-ray"
"5oqp","x-ray"
"4g9j","x-ray"
"1p72","x-ray"
"7cyi","x-ray"
"5qkw","x-ray"
"2ojn","nmr"
"4rlp","x-ray"
"3cgm","x-ray"
"6ptm","x-ray"
"1sl9","x-ray"
"7k0h","x-ray"
"3ozk","x-ray"
"3olz","x-ray"
"1pu8","x-ray"
"6p4x","x-ray"
"4uon","x-ray"
"7dif","x-ray"
"1q7m","x-ray"
"3b7z","x-ray"
"6hwt","x-ray"
"5hl3","x-ray"
"3a8o","x-ray"
"5oug","x-ray"
"5mra","x-ray"
"2q6r","x-ray"
"3i28","x-ray"
"2zk3","x-ray"
"5tgz","x-ray"
"2j7i","x-ray"
"7k9q","x-ray"
"3fw4","x-ray"
"3i13","x-ray"
"4qka","x-ray"
"7spa","em"
"4hzm","x-ray"
"4n85","x-ray"
"6uup","x-ray"
"1y7l","x-ray"
"6gv8","x-ray"
"6c7p","x-ray"
"3buz","x-ray"
"4r3l","x-ray"
"2bf0","x-ray"
"6ehy","x-ray"
"2o7v","x-ray"
"1c3q","x-ray"
"6a1w","x-ray"
"1yjs","x-ray"
"6hfu","x-ray"
"4irv","x-ray"
"5g3x","x-ray"
"4mc7","x-ray"
"5tcl","x-ray"
"3sx1","x-ray"
"1eqk","nmr"
"5xqn","x-ray"
"6zm9","x-ray"
"3cit","x-ray"
"1pfy","x-ray"
"1qau","x-ray"
"4aed","x-ray"
"1yre","x-ray"
"7red","x-ray"
"5itp","x-ray"
"6nb5","x-ray"
"6dq4","x-ray"
"4u28","x-ray"
"1p4w","nmr"
"2d8e","x-ray"
"6ik4","x-ray"
"4kbb","x-ray"
"1qlm","x-ray"
"3itt","x-ray"
"5xgt","x-ray"
"2b4e","x-ray"
"2ov5","x-ray"
"6cy0","x-ray"
"3ogx","x-ray"
"6qj4","x-ray"
"3mbr","x-ray"
"1q5o","x-ray"
"3ld8","x-ray"
"7ecg","x-ray"
"1sm1","x-ray"
"1ysc","x-ray"
"5ii4","x-ray"
"3zlq","x-ray"
"1uds","x-ray"
"7nf1","x-ray"
"1iy5","nmr"
"6hxe","x-ray"
"1rfy","x-ray"
"1oq6","nmr"
"1dxa","nmr"
"6p55","x-ray"
"1vqi","x-ray"
"5y2j","x-ray"
"2wb8","x-ray"
"6r2w","x-ray"
"1lpv","nmr"
"3ng3","x-ray"
"2rig","x-ray"
"5pio","x-ray"
"3s0o","x-ray"
"5rc6","x-ray"
"6hq1","nmr"
"5zsl","x-ray"
"2wc3","x-ray"
"6rhk","x-ray"
"3nin","x-ray"
"4gf8","x-ray"
"4key","x-ray"
"6ts8","x-ray"
"3p46","x-ray"
"5t5q","x-ray"
"1ew3","x-ray"
"4lq4","x-ray"
"5vta","x-ray"
"4wfs","x-ray"
"3dkm","x-ray"
"6kaf","em"
"2bxk","x-ray"
"5t5m","x-ray"
"1a8w","nmr"
"3kne","x-ray"
"6g59","x-ray"
"1wlh","x-ray"
"7ake","x-ray"
"4idj","x-ray"
"1ene","x-ray"
"3eqy","x-ray"
"6f6c","x-ray"
"2mch","nmr"
"6g70","x-ray"
"2wke","x-ray"
"1q6u","x-ray"
"5zb4","x-ray"
"6rpn","x-ray"
"6vyl","em"
"2by4","x-ray"
"5fp0","x-ray"
"4cd4","x-ray"
"6hid","x-ray"
"1fhj","x-ray"
"3drs","x-ray"
"5lrs","x-ray"
"3tfe","x-ray"
"5gis","x-ray"
"3iyb","em"
"3trn","x-ray"
"6kfm","x-ray"
"2zdp","x-ray"
"1r69","x-ray"
"5vcx","x-ray"
"7lc7","x-ray"
"5bu2","x-ray"
"6wnr","em"
"1bmw","nmr"
"2kwy","nmr"
"2a5e","nmr"
"5hdn","x-ray"
"5hne","x-ray"
"2m1r","nmr"
"2xqg","x-ray"
"5wp2","x-ray"
"5owr","x-ray"
"3nan","x-ray"
"6ho3","x-ray"
"7o0d","x-ray"
"5c58","x-ray"
"6d2o","x-ray"
"6csq","x-ray"
"6qyu","nmr"
"6cjv","x-ray"
"3onn","x-ray"
"4nac","x-ray"
"6zk7","x-ray"
"1k9u","x-ray"
"4esg","x-ray"
"2mfz","nmr"
"1epw","x-ray"
"1ks8","x-ray"
"4j6f","x-ray"
"2ijd","x-ray"
"4rm8","x-ray"
"3tpt","x-ray"
"7ne2","x-ray"
"3uwb","x-ray"
"1ewf","x-ray"
"3n0c","x-ray"
"3g0z","x-ray"
"3oq3","x-ray"
"2ank","x-ray"
"3u8r","x-ray"
"3h06","x-ray"
"2dgn","x-ray"
"1fuk","x-ray"
"5yk6","x-ray"
"4cmp","x-ray"
"1ynf","x-ray"
"3sz5","x-ray"
"1vb7","nmr"
"3u4h","x-ray"
"5hd5","x-ray"
"5xyu","em"
"3muo","x-ray"
"4rlb","x-ray"
"6p1v","x-ray"
"3uzc","x-ray"
"5kvx","x-ray"
"1mp8","x-ray"
"7ass","x-ray"
"7m62","em"
"1rfk","x-ray"
"3jr1","x-ray"
"6fzh","x-ray"
"4d98","x-ray"
"1var","x-ray"
"2e8y","x-ray"
"6kma","x-ray"
"2oxu","x-ray"
"1y77","x-ray"
"4lu6","x-ray"
"5yhi","x-ray"
"2h2y","x-ray"
"1hw7","x-ray"
"6pen","em"
"4lrf","x-ray"
"1o83","x-ray"
"1f5k","x-ray"
"7ojh","em"
"2i94","nmr"
"3ugq","x-ray"
"4i45","x-ray"
"6usm","x-ray"
"4le9","x-ray"
"2erg","x-ray"
"1yfz","x-ray"
"4mn8","x-ray"
"1yze","x-ray"
"8cw8","x-ray"
"3n1j","x-ray"
"4h19","x-ray"
"6y7k","x-ray"
"1fou","x-ray"
"1ofp","x-ray"
"5nlz","x-ray"
"1jjx","nmr"
"7avi","x-ray"
"6h3o","x-ray"
"3vew","x-ray"
"6dq7","x-ray"
"7v6h","x-ray"
"5gty","x-ray"
"4guf","x-ray"
"1hd0","nmr"
"7d9q","x-ray"
"6o8i","x-ray"
"5jwc","x-ray"
"7amk","x-ray"
"4gn9","x-ray"
"4bp1","x-ray"
"1y2d","x-ray"
"2cph","nmr"
"4pdc","x-ray"
"6nys","x-ray"
"3fd6","x-ray"
"6umy","x-ray"
"5j49","x-ray"
"4pzv","x-ray"
"4lgn","x-ray"
"7lea","x-ray"
"2ik6","x-ray"
"5ghj","x-ray"
"5x36","nmr"
"4mrq","x-ray"
"1rd9","x-ray"
"2zkt","x-ray"
"4njn","x-ray"
"1fnd","x-ray"
"1l2e","x-ray"
"6y3e","x-ray"
"4cxx","x-ray"
"4v1a","em"
"5rhm","x-ray"
"4kqb","x-ray"
"5hw9","x-ray"
"4dlw","x-ray"
"6tsb","x-ray"
"6pu7","x-ray"
"6mdx","x-ray"
"2v7j","x-ray"
"3bcd","x-ray"
"1ggy","x-ray"
"2n70","nmr"
"2ps3","x-ray"
"2wjv","x-ray"
"4a9n","x-ray"
"3i58","x-ray"
"2riy","x-ray"
"4j3v","x-ray"
"3t1n","x-ray"
"4wtd","x-ray"
"6fd7","nmr"
"3po6","x-ray"
"5fli","x-ray"
"3dl5","x-ray"
"2kr4","nmr"
"6awb","em"
"5w60","x-ray"
"4cm9","x-ray"
"6e0i","x-ray"
"5jg0","x-ray"
"5hmv","x-ray"
"2xuk","x-ray"
"7zex","nmr"
"4qdu","x-ray"
"4qk8","x-ray"
"3sht","x-ray"
"3nf5","x-ray"
"2aec","x-ray"
"6by5","nmr"
"2kyu","nmr"
"5tr2","x-ray"
"4bvn","x-ray"
"6d6a","x-ray"
"6cs2","em"
"4nt9","x-ray"
"3r5l","x-ray"
"5opy","x-ray"
"1rl4","x-ray"
"1aoz","x-ray"
"5gkp","x-ray"
"4dvj","x-ray"
"6aqq","x-ray"
"3klw","x-ray"
"1dji","x-ray"
"1l1p","nmr"
"1l2l","x-ray"
"6b2x","x-ray"
"5tnu","x-ray"
"2tmd","x-ray"
"2bpm","x-ray"
"1srk","nmr"
"6p1x","x-ray"
"5pwe","x-ray"
"3kle","x-ray"
"4xo9","x-ray"
"6ll3","x-ray"
"1cpf","x-ray"
"7bjj","x-ray"
"2b37","x-ray"
"5wud","x-ray"
"1f0v","x-ray"
"2xm8","x-ray"
"6fnb","x-ray"
"5efi","x-ray"
"5euq","x-ray"
"5xno","em"
"5rfj","x-ray"
"3e7u","x-ray"
"1brt","x-ray"
"3s6d","x-ray"
"3r5g","x-ray"
"6p83","x-ray"
"6kev","x-ray"
"6vgj","x-ray"
"6ixn","x-ray"
"1jcv","x-ray"
"2o8j","x-ray"
"1vqj","x-ray"
"7qnd","em"
"7rt5","x-ray"
"1zv8","x-ray"
"7rcv","em"
"2xr1","x-ray"
"4e3m","x-ray"
"2xx2","x-ray"
"2lee","nmr"
"6sub","x-ray"
"2ore","x-ray"
"2zsi","x-ray"
"6upb","x-ray"
"1zi6","x-ray"
"3nrc","x-ray"
"4lt3","x-ray"
"5sm2","x-ray"
"7dx2","em"
"3wmb","x-ray"
"1g5s","x-ray"
"2pu9","x-ray"
"3w0l","x-ray"
"3hrn","x-ray"
"1p42","x-ray"
"4col","x-ray"
"3qhm","x-ray"
"1fqv","x-ray"
"6wx8","x-ray"
"6j5v","em"
"3tdd","x-ray"
"5tfz","x-ray"
"1rc6","x-ray"
"4gmg","x-ray"
"6ix6","x-ray"
"3x3b","x-ray"
"3ujd","x-ray"
"1wot","nmr"
"2e6x","x-ray"
"5lvl","x-ray"
"6q02","x-ray"
"6v27","x-ray"
"2bc1","x-ray"
"2yus","nmr"
"6i0d","x-ray"
"6nk1","x-ray"
"6sxa","em"
"2qbq","x-ray"
"1r5x","x-ray"
"7f18","x-ray"
"5gzr","em"
"3iik","x-ray"
"3aq4","x-ray"
"2khq","nmr"
"5ztm","x-ray"
"5m8y","x-ray"
"2f80","x-ray"
"2pia","x-ray"
"5uz6","x-ray"
"6x08","x-ray"
"1myz","x-ray"
"6t1z","x-ray"
"2gox","x-ray"
"3q0n","x-ray"
"2dsr","x-ray"
"5sw2","x-ray"
"5un0","x-ray"
"6idr","x-ray"
"2f89","x-ray"
"6y9u","x-ray"
"7rf4","x-ray"
"5n6s","x-ray"
"5r32","x-ray"
"7l1x","x-ray"
"3p5d","x-ray"
"3cli","x-ray"
"4ax1","x-ray"
"3dcb","x-ray"
"6jqo","em"
"1jm1","x-ray"
"3mc8","x-ray"
"1s5c","x-ray"
"2o4l","x-ray"
"2ees","x-ray"
"5icp","x-ray"
"2zt5","x-ray"
"4n10","x-ray"
"1upq","x-ray"
"1y43","x-ray"
"5ltj","x-ray"
"4al3","x-ray"
"7o8t","x-ray"
"5qu9","x-ray"
"3ly7","x-ray"
"6xb9","x-ray"
"2jke","x-ray"
"1zec","nmr"
"1exq","x-ray"
"2wce","x-ray"
"2zbl","x-ray"
"3fm5","x-ray"
"4mja","x-ray"
"3bnh","x-ray"
"6rlw","x-ray"
"5ipd","x-ray"
"5y96","x-ray"
"6kbr","x-ray"
"3rn3","x-ray"
"2x3h","x-ray"
"3u98","x-ray"
"1bjw","x-ray"
"4u6q","x-ray"
"3inh","x-ray"
"3rhf","x-ray"
"5hv4","x-ray"
"6okb","em"
"4dp3","x-ray"
"1mvu","x-ray"
"5hm3","x-ray"
"2h50","em"
"4a37","x-ray"
"1g8s","x-ray"
"1vzm","x-ray"
"3uuw","x-ray"
"5rdt","x-ray"
"4kri","x-ray"
"1q8f","x-ray"
"3t1w","x-ray"
"5uk9","x-ray"
"1dds","x-ray"
"4mgr","x-ray"
"4z3s","x-ray"
"5tnk","x-ray"
"6xdm","x-ray"
"6bzw","x-ray"
"4zm0","x-ray"
"2r8z","x-ray"
"5c0x","x-ray"
"3ilx","x-ray"
"1may","x-ray"
"1hvj","x-ray"
"6ol9","x-ray"
"1nmy","x-ray"
"3t0y","x-ray"
"1r6o","x-ray"
"6ok4","x-ray"
"5lbn","x-ray"
"4qsf","x-ray"
"3ewe","x-ray"
"4v1j","x-ray"
"5hw1","x-ray"
"5wez","x-ray"
"5hhq","x-ray"
"2ji1","x-ray"
"6lyp","em"
"5tl4","x-ray"
"6rsz","x-ray"
"7cip","x-ray"
"3gyn","x-ray"
"2ggc","x-ray"
"4dfj","x-ray"
"4lm4","x-ray"
"2v2f","x-ray"
"5yu5","x-ray"
"6jrl","x-ray"
"2bqi","x-ray"
"2mnx","nmr"
"1blz","x-ray"
"1kh9","x-ray"
"4fs3","x-ray"
"5i6n","x-ray"
"4hje","x-ray"
"1wk8","x-ray"
"1a5l","x-ray"
"4yk2","x-ray"
"1q3v","x-ray"
"6u1h","x-ray"
"6pgy","x-ray"
"5lqb","x-ray"
"5m17","x-ray"
"7a89","x-ray"
"1ky3","x-ray"
"5o5x","x-ray"
"1czr","x-ray"
"4gyx","x-ray"
"5jup","em"
"2zwe","x-ray"
"1xgb","nmr"
"6kcd","x-ray"
"4hwy","x-ray"
"1rsv","x-ray"
"6te1","x-ray"
"1wpn","x-ray"
"1kws","x-ray"
"4lyj","x-ray"
"3pfb","x-ray"
"3cz2","x-ray"
"3d9u","x-ray"
"2mg8","nmr"
"1rku","x-ray"
"3e16","x-ray"
"3sfw","x-ray"
"2nbp","nmr"
"3qqz","x-ray"
"4cx5","x-ray"
"4jty","x-ray"
"6ca3","x-ray"
"5y5i","x-ray"
"334d","x-ray"
"4ww0","x-ray"
"4riq","x-ray"
"2p08","x-ray"
"2aaq","x-ray"
"3g78","x-ray"
"2cje","x-ray"
"7c5q","x-ray"
"5xil","x-ray"
"1d5y","x-ray"
"5qy3","x-ray"
"7p8y","x-ray"
"5fl5","x-ray"
"3s70","x-ray"
"2bb4","x-ray"
"5uiu","x-ray"
"6pco","x-ray"
"5lvy","nmr"
"6gli","x-ray"
"4mn3","x-ray"
"3dke","x-ray"
"197l","x-ray"
"1btp","x-ray"
"6oho","x-ray"
"2vik","nmr"
"6ru1","x-ray"
"6iyv","x-ray"
"6se4","x-ray"
"4fg6","x-ray"
"1dfg","x-ray"
"2bxx","x-ray"
"5z1w","em"
"5elj","x-ray"
"1yfb","nmr"
"7d5b","x-ray"
"1we0","x-ray"
"3u0e","x-ray"
"3bh2","x-ray"
"3phv","x-ray"
"6e63","x-ray"
"3icc","x-ray"
"4f5a","x-ray"
"4j9s","x-ray"
"2qf5","x-ray"
"4drr","x-ray"
"2v8m","x-ray"
"5xwh","x-ray"
"2jss","nmr"
"1nwk","x-ray"
"3vp8","x-ray"
"1onu","nmr"
"1xjf","x-ray"
"3pc6","x-ray"
"2qmy","x-ray"
"1rjb","x-ray"
"5fvw","x-ray"
"6zr8","x-ray"
"1dcs","x-ray"
"5r5d","x-ray"
"3juy","x-ray"
"6zs5","em"
"1gwe","x-ray"
"3zcx","x-ray"
"4qjk","x-ray"
"1waf","x-ray"
"2gug","x-ray"
"5fbe","x-ray"
"6pjh","x-ray"
"4v4a","x-ray"
"7sa3","em"
"1ih1","x-ray"
"5xkh","x-ray"
"2y1h","x-ray"
"5vq0","x-ray"
"6w5k","x-ray"
"5t2b","x-ray"
"4s1k","x-ray"
"4w9x","x-ray"
"5qnq","x-ray"
"7lnp","x-ray"
"1a8c","nmr"
"4oo8","x-ray"
"7nhq","em"
"4auy","x-ray"
"3oq7","x-ray"
"1r61","x-ray"
"4zjn","x-ray"
"2o43","x-ray"
"2vm8","x-ray"
"5a3s","x-ray"
"177d","nmr"
"4a3b","x-ray"
"3o62","x-ray"
"5p9a","x-ray"
"4f79","x-ray"
"5xp5","x-ray"
"1iyo","x-ray"
"5t0h","em"
"1ku5","x-ray"
"5mnw","nmr"
"7ri1","x-ray"
"4l6r","x-ray"
"4uvi","x-ray"
"7ejj","x-ray"
"5o71","x-ray"
"1bha","nmr"
"3t3c","x-ray"
"4i1v","x-ray"
"2fve","nmr"
"2jk4","x-ray"
"5x2v","x-ray"
"6lgc","x-ray"
"1ysf","nmr"
"4f6i","x-ray"
"6exz","x-ray"
"6phe","x-ray"
"2x7r","x-ray"
"6rpl","em"
"5fnk","x-ray"
"6zns","x-ray"
"4e8k","x-ray"
"6fmv","x-ray"
"4yoc","x-ray"
"6i0j","x-ray"
"7khg","x-ray"
"6tff","x-ray"
"3ar5","x-ray"
"3wlo","x-ray"
"5e8y","x-ray"
"2c6o","x-ray"
"4jmw","x-ray"
"1nrj","x-ray"
"4fc1","other"
"1etf","nmr"
"6uh1","em"
"7rrx","x-ray"
"3otd","x-ray"
"5im2","x-ray"
"6flf","x-ray"
"1fjr","x-ray"
"1xxj","x-ray"
"6zyw","em"
"1bix","x-ray"
"3dpb","x-ray"
"7ld7","x-ray"
"5m2i","x-ray"
"2qvs","x-ray"
"2b8v","x-ray"
"3hdg","x-ray"
"6vl6","em"
"6zxn","em"
"7ek4","x-ray"
"1e7j","nmr"
"4j8e","x-ray"
"7ajw","x-ray"
"3nam","x-ray"
"5gvd","x-ray"
"5ysl","x-ray"
"1gxl","x-ray"
"3kvq","x-ray"
"3ol0","x-ray"
"2mlu","nmr"
"4rny","x-ray"
"2pd5","x-ray"
"6ppx","x-ray"
"6scj","em"
"3wyl","x-ray"
"3aeb","x-ray"
"1xct","x-ray"
"3zt9","x-ray"
"5glp","x-ray"
"1jqy","x-ray"
"1o6x","nmr"
"1rcw","x-ray"
"4anu","x-ray"
"1v8n","x-ray"
"5s43","x-ray"
"5abd","x-ray"
"7aqt","nmr"
"2kuh","nmr"
"7vds","x-ray"
"1x49","nmr"
"2qyn","x-ray"
"5x4j","x-ray"
"4zp3","x-ray"
"2w06","x-ray"
"6bxn","x-ray"
"5q1t","x-ray"
"3vsr","x-ray"
"7bfc","x-ray"
"4lvu","x-ray"
"2kvj","nmr"
"3hls","x-ray"
"1vk0","x-ray"
"6rxj","x-ray"
"6eew","x-ray"
"5w0x","x-ray"
"2xgv","x-ray"
"3b2t","x-ray"
"5d6s","x-ray"
"4fj7","x-ray"
"5wo0","x-ray"
"4qhl","x-ray"
"7njp","em"
"4ful","x-ray"
"1enu","x-ray"
"5dqe","x-ray"
"5vl7","x-ray"
"1sv3","x-ray"
"4zh7","x-ray"
"3dcu","x-ray"
"6oee","em"
"2z80","x-ray"
"7dv5","em"
"6egf","x-ray"
"4cd8","x-ray"
"4ifm","x-ray"
"1qdn","x-ray"
"5nw1","x-ray"
"1t7c","x-ray"
"1gy2","x-ray"
"4fee","x-ray"
"1djt","x-ray"
"6ky9","x-ray"
"2vxw","x-ray"
"2mqi","nmr"
"5j28","x-ray"
"1rbw","x-ray"
"6o24","x-ray"
"4e0d","x-ray"
"5y8e","x-ray"
"7k5g","x-ray"
"6yj6","em"
"5cr5","x-ray"
"5h3k","x-ray"
"7bqt","em"
"3cjq","x-ray"
"7gpb","x-ray"
"5ayv","x-ray"
"4ez4","x-ray"
"6l2i","x-ray"
"3ze0","x-ray"
"3j81","em"
"3lpq","x-ray"
"1euq","x-ray"
"3px7","x-ray"
"4wm8","x-ray"
"5lww","x-ray"
"5zvt","em"
"2ew1","x-ray"
"5e9j","x-ray"
"2m7x","nmr"
"4nnw","x-ray"
"5epy","x-ray"
"1oip","x-ray"
"6br6","x-ray"
"5vlk","x-ray"
"3l3b","x-ray"
"3qjb","x-ray"
"3icx","x-ray"
"3u7w","x-ray"
"6zje","x-ray"
"5ft5","x-ray"
"6u7e","x-ray"
"5d49","x-ray"
"4v53","x-ray"
"7tf2","em"
"5hyq","x-ray"
"5e4o","x-ray"
"1jk7","x-ray"
"5ah7","x-ray"
"2xnt","x-ray"
"6bpd","x-ray"
"5kd9","x-ray"
"2a3m","x-ray"
"2h0m","x-ray"
"6i8s","x-ray"
"5zx9","x-ray"
"1mvt","x-ray"
"3b8p","x-ray"
"7kds","x-ray"
"1bc8","x-ray"
"3dsp","x-ray"
"2mtw","nmr"
"3slf","x-ray"
"4l6e","x-ray"
"1dnk","x-ray"
"1r54","x-ray"
"1p93","x-ray"
"4mw6","x-ray"
"6jwl","x-ray"
"5hnt","x-ray"
"3al2","x-ray"
"2do3","nmr"
"6obd","x-ray"
"1hvw","nmr"
"3haw","x-ray"
"5j04","x-ray"
"4rs5","x-ray"
"2bvy","x-ray"
"6nhi","x-ray"
"1zr8","x-ray"
"4u95","x-ray"
"1fkq","x-ray"
"3d7j","x-ray"
"6la7","em"
"5ny1","x-ray"
"1rmy","x-ray"
"6w2e","em"
"3c2o","x-ray"
"2zrd","x-ray"
"4oll","x-ray"
"3k1b","x-ray"
"5zej","x-ray"
"6er5","x-ray"
"5wjv","em"
"7ev1","x-ray"
"3jpz","x-ray"
"5j0k","x-ray"
"1tcg","nmr"
"2mx0","nmr"
"4m6q","x-ray"
"6oex","x-ray"
"5nh3","x-ray"
"4ai7","x-ray"
"4frl","x-ray"
"5odb","x-ray"
"4ndx","x-ray"
"6zo4","em"
"2jwa","nmr"
"2ylj","x-ray"
"6x45","x-ray"
"2co4","x-ray"
"7tgx","em"
"1jb7","x-ray"
"6mak","x-ray"
"1eqf","x-ray"
"6shi","x-ray"
"4v40","x-ray"
"5m8x","x-ray"
"2lol","nmr"
"2ktx","nmr"
"2gjl","x-ray"
"3pzv","x-ray"
"5kxn","x-ray"
"5x15","x-ray"
"1zrx","nmr"
"3ex1","x-ray"
"6ar3","x-ray"
"1h3b","x-ray"
"3qle","x-ray"
"1ent","x-ray"
"5bt0","x-ray"
"3pkd","x-ray"
"1pwh","x-ray"
"3ds3","x-ray"
"3vfr","x-ray"
"3sjj","x-ray"
"4urf","x-ray"
"4jfl","x-ray"
"1a4l","x-ray"
"5y81","em"
"5fug","x-ray"
"6bmx","x-ray"
"6ca0","em"
"2h2c","x-ray"
"6ekl","x-ray"
"2ga0","x-ray"
"2ac1","x-ray"
"1smm","x-ray"
"5y78","x-ray"
"3nn7","x-ray"
"3lax","x-ray"
"5qyk","x-ray"
"2fzc","x-ray"
"1uxr","x-ray"
"7nc7","x-ray"
"7a3x","x-ray"
"5g68","x-ray"
"4fe1","x-ray"
"4s01","x-ray"
"3bdk","x-ray"
"2m2n","nmr"
"5p2e","x-ray"
"1l3k","x-ray"
"4gfp","x-ray"
"7rga","x-ray"
"5ilx","x-ray"
"5k20","x-ray"
"2ra2","x-ray"
"2am4","x-ray"
"1ai7","x-ray"
"4hqe","x-ray"
"6k84","nmr"
"3t78","x-ray"
"5qhy","x-ray"
"2xyv","x-ray"
"1yz1","x-ray"
"2hzb","x-ray"
"6b4w","x-ray"
"6n6l","x-ray"
"2akf","x-ray"
"6afw","x-ray"
"2cxv","x-ray"
"5ktu","x-ray"
"1hds","x-ray"
"3byy","x-ray"
"3wo2","x-ray"
"1kor","x-ray"
"1xns","x-ray"
"4pz1","x-ray"
"3pjf","x-ray"
"2vko","x-ray"
"5noz","x-ray"
"6u22","x-ray"
"7cb0","x-ray"
"5mh2","x-ray"
"7big","x-ray"
"2djl","x-ray"
"1j9c","x-ray"
"6alj","x-ray"
"2cs3","nmr"
"5ac0","x-ray"
"2qrz","x-ray"
"2ayb","x-ray"
"2mdk","nmr"
